Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;24/02/2023;35 a 65 anos;1;1;Lisboa;2633,39
Registo de Adesão;Registado;20/04/2023;Menos 35 anos;2;2;Lisboa;2636,23
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;2;1;Lisboa;2640
Registo de Adesão;Registado;31/12/2023;Menos 35 anos;1;1;Loures;2642,31
Registo de Adesão;Registado;09/08/2023;Menos 35 anos;3;1;Vila Franca de Xira;2647
Registo de Adesão;Registado;10/11/2024;35 a 65 anos;1;1;Lisboa;2647,5
Registo de Adesão;Registado;15/05/2023;Menos 35 anos;3;2;Lisboa;2649,64
Registo de Adesão;Registado;28/06/2023;Menos 35 anos;1;1;Lisboa;2658,46
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Lisboa;2659,59
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;3;1;Lisboa;2664,82
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;3;3;Odivelas;2665,53
Registo de Adesão;Registado;03/08/2023;Menos 35 anos;1;1;Benavente;2667,69
Registo de Adesão;Registado;27/06/2023;Menos 35 anos;2;2;Lisboa;2668,44
Registo de Adesão;Registado;07/11/2024;Mais de 65 anos;1;1;Lisboa;2673,17
Registo de Adesão;Registado;27/01/2023;35 a 65 anos;3;3;Lisboa;2685,2
Registo de Adesão;Registado;26/07/2023;Menos 35 anos;1;1;Lisboa;2686,34
Registo de Adesão;Registado;21/09/2023;35 a 65 anos;1;1;Lisboa;2687,5
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;1;1;Lisboa;2693,39
Registo de Adesão;Registado;31/01/2023;Menos 35 anos;1;1;Lisboa;2702,86
Registo de Adesão;Registado;03/04/2023;Menos 35 anos;1;1;Oeiras;2705,51
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;4;1;Arruda dos Vinhos;2710
Registo de Adesão;Registado;07/03/2023;Menos 35 anos;1;1;Almeirim;2718,6
Registo de Adesão;Registado;23/05/2023;35 a 65 anos;1;1;Lisboa;2724,11
Registo de Adesão;Registado;11/12/2023;35 a 65 anos;2;1;Lisboa;2729,2
Registo de Adesão;Registado;15/05/2023;35 a 65 anos;4;2;Lisboa;2729,61
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;3;2;Lisboa;2732,36
Registo de Adesão;Registado;25/10/2023;Menos 35 anos;1;1;Loures;2736,35
Registo de Adesão;Registado;12/05/2023;Menos 35 anos;1;1;Lisboa;2745,19
Registo de Adesão;Registado;06/01/2023;35 a 65 anos;6;3;Lisboa;2745,39
Registo de Adesão;Registado;20/06/2023;Menos 35 anos;4;1;Lisboa;2748,51
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;2;2;Odivelas;2761,16
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;3;1;Lisboa;2765,25
Registo de Adesão;Registado;22/07/2023;35 a 65 anos;3;3;Sintra;2770,5
Registo de Adesão;Registado;07/06/2023;35 a 65 anos;4;2;Lisboa;2793
Registo de Adesão;Registado;19/06/2023;Menos 35 anos;4;2;Lisboa;2793,75
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;4;2;Loures;2797,09
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;1;1;Lisboa;2800,43
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;2801,2
Registo de Adesão;Registado;29/04/2023;Menos 35 anos;1;1;Lisboa;2807,7
Registo de Adesão;Registado;09/11/2023;35 a 65 anos;3;2;Lisboa;2814,77
Registo de Adesão;Registado;01/03/2023;35 a 65 anos;4;2;Amadora;2817,52
Registo de Adesão;Registado;28/11/2023;Menos 35 anos;1;1;Lisboa;2820
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;2820,11
Registo de Adesão;Registado;31/01/2023;35 a 65 anos;3;2;Amadora;2820,82
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;1;1;Lisboa;2839,13
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;4;1;Lisboa;2840,45
Registo de Adesão;Registado;21/07/2023;35 a 65 anos;3;1;Lisboa;2843
Registo de Adesão;Registado;23/10/2023;35 a 65 anos;1;1;Amadora;2847,38
Registo de Adesão;Registado;16/11/2023;35 a 65 anos;1;1;Lisboa;2850
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;1;1;Lisboa;2853,07
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;1;1;Almada;2857,21
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;3;1;Lisboa;2857,33
Registo de Adesão;Registado;28/06/2023;Menos 35 anos;1;1;Lisboa;2863,72
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;4;2;Lisboa;2865
Registo de Adesão;Registado;29/08/2023;Menos 35 anos;1;1;Oeiras;2868,8
Registo de Adesão;Registado;12/03/2023;Menos 35 anos;1;1;Aveiro;2874,01
Registo de Adesão;Registado;28/12/2023;35 a 65 anos;1;1;Lisboa;2884,36
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Vila Franca de Xira;2892,78
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;1;1;Cascais;2906,16
Registo de Adesão;Registado;17/06/2023;Menos 35 anos;2;1;Lisboa;2913,9
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;3;1;Lisboa;2924,64
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;2926,78
Registo de Adesão;Registado;28/08/2023;35 a 65 anos;1;1;Cascais;2932,81
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;1;1;Loures;2935,76
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;1;1;Alcobaça;2961,6
Registo de Adesão;Registado;20/06/2023;35 a 65 anos;1;1;Lisboa;2977,39
Registo de Adesão;Registado;14/10/2023;35 a 65 anos;1;1;Seixal;2987,55
Registo de Adesão;Registado;29/09/2023;35 a 65 anos;1;1;Lisboa;2998,12
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Loures;3007,23
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;1;1;Lisboa;3016,92
Registo de Adesão;Registado;19/02/2023;35 a 65 anos;1;1;Lisboa;3022,9
Registo de Adesão;Registado;18/10/2023;Menos 35 anos;1;1;Lisboa;3029,9
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;1;1;Lisboa;3055
Registo de Adesão;Registado;23/10/2023;Menos 35 anos;1;1;Sintra;3059,89
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;2;1;Lisboa;3085,02
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Lisboa;3088
Registo de Adesão;Registado;27/08/2023;Menos 35 anos;3;1;Sintra;3094,02
Registo de Adesão;Registado;15/06/2023;35 a 65 anos;1;1;Lisboa;3098,95
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Sesimbra;3101,01
Registo de Adesão;Registado;24/05/2023;Menos 35 anos;2;1;Lisboa;3103,25
Registo de Adesão;Registado;26/01/2023;35 a 65 anos;1;1;Loures;3131,95
Registo de Adesão;Registado;26/08/2023;Menos 35 anos;5;2;Lisboa;3134,2
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Barreiro;3138,29
Registo de Adesão;Registado;04/12/2023;35 a 65 anos;1;1;Lisboa;3148,15
Registo de Adesão;Registado;09/10/2023;35 a 65 anos;1;1;Lisboa;3149,42
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;3;2;Lisboa;3150
Registo de Adesão;Registado;26/01/2023;Menos 35 anos;1;1;Lisboa;3159,6
Registo de Adesão;Registado;29/04/2023;Menos 35 anos;1;1;Lisboa;3170,25
Registo de Adesão;Registado;20/03/2023;Menos 35 anos;1;1;Amadora;3171,01
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;1;1;Lisboa;3172,5
Registo de Adesão;Registado;25/04/2023;Menos 35 anos;1;1;Setúbal;3179,17
Registo de Adesão;Registado;12/09/2023;35 a 65 anos;3;2;Lisboa;3189,16
Registo de Adesão;Registado;13/10/2023;Menos 35 anos;1;1;Cascais;3191,09
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;5;2;Olhão;3195,32
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;2;2;Barreiro;3196,04
Registo de Adesão;Registado;14/01/2023;35 a 65 anos;4;2;Lisboa;3197,53
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;4;1;Lisboa;3200
Registo de Adesão;Registado;06/01/2023;Menos 35 anos;3;1;Lisboa;3214,12
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;2;1;Lisboa;3216,6
Registo de Adesão;Registado;24/05/2023;35 a 65 anos;2;2;Lisboa;3221,2
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;4;2;Odivelas;3221,42
Registo de Adesão;Registado;14/01/2023;35 a 65 anos;1;1;Lisboa;3222,72
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;3;1;Lisboa;3237,61
Registo de Adesão;Registado;13/11/2023;35 a 65 anos;2;2;Lisboa;3239,37
Registo de Adesão;Registado;13/07/2023;35 a 65 anos;2;2;Lisboa;3242,17
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;2;1;Loures;3253,23
Registo de Adesão;Registado;18/05/2023;Menos 35 anos;2;1;Lisboa;3254,44
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;1;1;Lisboa;3257,24
Registo de Adesão;Registado;18/09/2023;35 a 65 anos;2;2;Odivelas;3267,15
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;4;2;Sintra;3270,84
Registo de Adesão;Registado;11/06/2023;35 a 65 anos;3;1;Lisboa;3299,59
Registo de Adesão;Registado;24/03/2023;Menos 35 anos;1;1;Sintra;3307,5
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;1;1;Lisboa;3325
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Lisboa;3328,2
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;1;1;Mafra;3338,61
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Lisboa;3342,28
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Lisboa;3347,06
Registo de Adesão;Registado;02/06/2023;Menos 35 anos;2;1;Lisboa;3352,65
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;1;1;Loures;3360,5
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;3361,67
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;2;2;Moita;3363,32
Registo de Adesão;Registado;25/11/2023;35 a 65 anos;2;1;Lisboa;3370,74
Registo de Adesão;Registado;22/09/2023;35 a 65 anos;2;1;Lisboa;3378,52
Registo de Adesão;Registado;22/10/2023;Menos 35 anos;1;1;Amadora;3383,16
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;1;1;Lisboa;3388,69
Registo de Adesão;Registado;04/01/2023;Menos 35 anos;6;2;Lisboa;3396,65
Registo de Adesão;Registado;13/12/2023;Mais de 65 anos;1;1;Lisboa;3396,78
Registo de Adesão;Registado;28/06/2023;Menos 35 anos;1;1;Loures;3405,55
Registo de Adesão;Registado;26/01/2023;35 a 65 anos;2;1;Lisboa;3429,15
Registo de Adesão;Registado;20/10/2023;Menos 35 anos;3;2;Lisboa;3437,01
Registo de Adesão;Registado;18/01/2023;Menos 35 anos;1;1;Sesimbra;3438
Registo de Adesão;Registado;23/02/2023;35 a 65 anos;2;1;Lisboa;3438,6
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;3447,55
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;2;1;Sintra;3450,01
Registo de Adesão;Registado;05/10/2023;35 a 65 anos;3;3;Lisboa;3462
Registo de Adesão;Registado;13/04/2023;35 a 65 anos;2;2;Lisboa;3477,73
Registo de Adesão;Registado;07/02/2023;Mais de 65 anos;1;1;Cascais;3482,74
Registo de Adesão;Registado;03/02/2023;35 a 65 anos;1;1;Lisboa;3487,5
Registo de Adesão;Registado;07/04/2023;Menos 35 anos;1;1;Lisboa;3497,25
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;1;1;Amadora;3506,08
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Loures;3521,05
Registo de Adesão;Registado;17/02/2023;35 a 65 anos;2;2;Lisboa;3527,33
Registo de Adesão;Registado;02/03/2023;Menos 35 anos;1;1;Lisboa;3532,05
Registo de Adesão;Registado;13/02/2023;Menos 35 anos;2;1;Lisboa;3537,69
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;3;2;Lisboa;3548,81
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Loures;3552
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;1;1;Lisboa;3556,81
Registo de Adesão;Registado;28/06/2023;35 a 65 anos;1;1;Sintra;3562,64
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;1;1;Lisboa;3568,42
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;4;2;Amadora;3583,02
Registo de Adesão;Registado;16/02/2023;35 a 65 anos;1;1;Odivelas;3586,74
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Odivelas;3588,16
Registo de Adesão;Registado;13/04/2023;35 a 65 anos;1;1;Lisboa;3589,74
Registo de Adesão;Registado;08/01/2023;Menos 35 anos;1;1;Vendas Novas;3592,44
Registo de Adesão;Registado;17/02/2023;35 a 65 anos;1;1;Lisboa;3600
Registo de Adesão;Registado;18/01/2023;35 a 65 anos;3;2;Lisboa;3600,1
Registo de Adesão;Registado;19/10/2023;Mais de 65 anos;1;1;Lisboa;3600,96
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;2;1;Lisboa;3610,18
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;1;1;Sintra;3615,54
Registo de Adesão;Registado;23/01/2023;35 a 65 anos;1;1;Funchal;3622,5
Registo de Adesão;Registado;18/08/2023;35 a 65 anos;2;1;Lisboa;3626,67
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Lisboa;3630,56
Registo de Adesão;Registado;14/06/2023;Menos 35 anos;4;1;Lisboa;3639,32
Registo de Adesão;Registado;07/01/2023;35 a 65 anos;1;1;Loures;3650,27
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;3653,41
Registo de Adesão;Registado;12/02/2023;35 a 65 anos;1;1;Lisboa;3657,55
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;3;1;Lisboa;3657,92
Registo de Adesão;Registado;02/02/2023;35 a 65 anos;2;2;Lisboa;3661,1
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Lisboa;3665,17
Registo de Adesão;Registado;05/01/2023;35 a 65 anos;1;1;Lisboa;3667,71
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;1;1;Lisboa;3673,33
Registo de Adesão;Registado;26/05/2023;35 a 65 anos;4;2;Oeiras;3683,43
Registo de Adesão;Registado;03/04/2023;35 a 65 anos;1;1;Lisboa;3694,51
Registo de Adesão;Registado;08/10/2023;35 a 65 anos;1;1;Odivelas;3711,18
Registo de Adesão;Registado;07/06/2023;35 a 65 anos;1;1;Lisboa;3718,15
Registo de Adesão;Registado;26/06/2023;35 a 65 anos;1;1;Lisboa;3738,67
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;3;2;Lisboa;3741,35
Registo de Adesão;Registado;13/10/2023;35 a 65 anos;1;1;Lisboa;3749,4
Registo de Adesão;Registado;13/03/2023;Menos 35 anos;1;1;Lisboa;3750,56
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;4;2;Lisboa;3753,87
Registo de Adesão;Registado;19/12/2023;35 a 65 anos;3;1;Lisboa;3756,1
Registo de Adesão;Registado;16/03/2023;35 a 65 anos;1;1;Lisboa;3757,5
Registo de Adesão;Registado;18/10/2023;Menos 35 anos;1;1;Barreiro;3759,72
Registo de Adesão;Registado;27/04/2023;35 a 65 anos;3;2;Lisboa;3760,72
Registo de Adesão;Registado;18/12/2023;Mais de 65 anos;1;1;Lisboa;3771,69
Registo de Adesão;Registado;22/02/2023;35 a 65 anos;1;1;Lisboa;3780,98
Registo de Adesão;Registado;11/09/2023;35 a 65 anos;5;4;Lisboa;3782,37
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;5;5;Lisboa;3792,69
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;3799,32
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;3;1;Cascais;3815,89
Registo de Adesão;Registado;01/06/2023;Menos 35 anos;1;1;Lisboa;3829,26
Registo de Adesão;Registado;14/02/2023;35 a 65 anos;3;2;Lisboa;3831,3
Registo de Adesão;Registado;12/09/2023;35 a 65 anos;2;1;Lisboa;3843
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;3845,5
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;3851,41
Registo de Adesão;Registado;12/09/2023;35 a 65 anos;2;2;Lisboa;3851,57
Registo de Adesão;Registado;05/02/2023;35 a 65 anos;2;1;Lisboa;3857,4
Registo de Adesão;Registado;05/01/2023;Menos 35 anos;1;1;Seixal;3858,74
Registo de Adesão;Registado;18/01/2023;Menos 35 anos;1;1;Amadora;3858,84
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;2;2;Odivelas;3861,57
Registo de Adesão;Registado;26/07/2023;Mais de 65 anos;2;2;Lisboa;3866,06
Registo de Adesão;Registado;25/04/2023;35 a 65 anos;5;4;Lisboa;3868,08
Registo de Adesão;Registado;09/08/2023;Menos 35 anos;2;1;Amadora;3868,43
Registo de Adesão;Registado;12/10/2023;Menos 35 anos;1;1;Almada;3876,92
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;1;1;Lisboa;3884,2
Registo de Adesão;Registado;18/09/2023;35 a 65 anos;1;1;Lisboa;3888,75
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;1;1;Lisboa;3890,61
Registo de Adesão;Registado;12/10/2023;Menos 35 anos;1;1;Lisboa;3892,3
Registo de Adesão;Registado;16/03/2023;35 a 65 anos;1;1;Lisboa;3902,51
Registo de Adesão;Registado;18/08/2023;35 a 65 anos;2;1;Lisboa;3906,02
Registo de Adesão;Registado;30/01/2023;35 a 65 anos;2;2;Amadora;3912,89
Registo de Adesão;Registado;10/02/2023;Menos 35 anos;1;1;Lisboa;3918,99
Registo de Adesão;Registado;08/03/2023;35 a 65 anos;1;1;Lisboa;3923,51
Registo de Adesão;Registado;11/11/2024;Menos 35 anos;1;1;Vila Franca de Xira;3939,53
Registo de Adesão;Registado;27/02/2023;Menos 35 anos;4;1;Lisboa;3939,92
Registo de Adesão;Registado;16/01/2023;35 a 65 anos;1;1;Cascais;3946,82
Registo de Adesão;Registado;14/09/2023;35 a 65 anos;3;3;Amadora;3950
Registo de Adesão;Registado;19/10/2023;Menos 35 anos;3;2;Lisboa;3954,96
Registo de Adesão;Registado;20/02/2023;35 a 65 anos;1;1;Lisboa;3960,5
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;4;1;Lisboa;3973,22
Registo de Adesão;Registado;12/01/2023;35 a 65 anos;1;1;Lisboa;3976,28
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;3;1;Lisboa;3976,95
Registo de Adesão;Registado;29/01/2023;35 a 65 anos;3;3;Cascais;3981,39
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Lisboa;3982,59
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;4;2;Lisboa;3990
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;3;1;Lisboa;4000
Registo de Adesão;Registado;12/12/2023;35 a 65 anos;4;2;Lisboa;4003,09
Registo de Adesão;Registado;28/11/2023;Mais de 65 anos;1;1;Lisboa;4006,36
Registo de Adesão;Registado;04/07/2023;Menos 35 anos;2;2;Lisboa;4009,67
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;2;1;Lisboa;4011
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;2;2;Amadora;4013,42
Registo de Adesão;Registado;12/09/2023;35 a 65 anos;1;1;Barreiro;4030,08
Registo de Adesão;Registado;27/10/2023;Menos 35 anos;1;1;Lisboa;4035
Registo de Adesão;Registado;27/02/2023;35 a 65 anos;3;1;Lisboa;4044,07
Registo de Adesão;Registado;26/01/2023;35 a 65 anos;1;1;Lisboa;4052,21
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;2;1;Lisboa;4055,89
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;1;1;Lisboa;4061,97
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Alenquer;4066,32
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;4;2;Barreiro;4067,17
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;8;2;Sintra;4069,72
Registo de Adesão;Registado;15/11/2023;Menos 35 anos;1;1;Sintra;4079,78
Registo de Adesão;Registado;15/06/2023;35 a 65 anos;1;1;Lisboa;4080
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;1;Lisboa;4085,19
Registo de Adesão;Registado;26/10/2023;Menos 35 anos;1;1;Lisboa;4091,98
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;3;3;Lisboa;4096,62
Registo de Adesão;Registado;28/05/2023;Menos 35 anos;1;1;Lisboa;4103,08
Registo de Adesão;Registado;13/02/2023;35 a 65 anos;4;1;Lisboa;4107,61
Registo de Adesão;Registado;18/07/2023;35 a 65 anos;1;1;Lisboa;4114,58
Registo de Adesão;Registado;16/11/2023;35 a 65 anos;4;3;Lisboa;4123,05
Registo de Adesão;Registado;24/10/2023;Menos 35 anos;4;2;Lisboa;4125,98
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;2;1;Lisboa;4134,34
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;2;2;Seixal;4135,62
Registo de Adesão;Registado;13/05/2023;Menos 35 anos;1;1;Sintra;4136,2
Registo de Adesão;Registado;15/03/2023;Menos 35 anos;2;1;Lisboa;4138,3
Registo de Adesão;Registado;11/02/2023;35 a 65 anos;2;2;Sintra;4141,44
Registo de Adesão;Registado;30/06/2023;35 a 65 anos;1;1;Amadora;4150
Registo de Adesão;Registado;30/09/2023;Menos 35 anos;1;1;Lisboa;4163,97
Registo de Adesão;Registado;02/03/2023;35 a 65 anos;1;1;Lisboa;4171,19
Registo de Adesão;Registado;20/10/2023;Menos 35 anos;2;1;Lisboa;4172,96
Registo de Adesão;Registado;13/08/2023;Menos 35 anos;1;1;Lisboa;4185,56
Registo de Adesão;Registado;15/11/2023;Menos 35 anos;2;1;Lisboa;4187,31
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Cascais;4193,24
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;4198,32
Registo de Adesão;Registado;06/01/2023;Menos 35 anos;1;1;Lisboa;4209,2
Registo de Adesão;Registado;20/01/2023;Mais de 65 anos;2;2;Lisboa;4219,81
Registo de Adesão;Registado;05/10/2023;Menos 35 anos;1;1;Lisboa;4228,4
Registo de Adesão;Registado;25/03/2023;Menos 35 anos;2;1;Lisboa;4228,91
Registo de Adesão;Registado;05/01/2023;35 a 65 anos;1;1;Lisboa;4232,67
Registo de Adesão;Registado;14/01/2023;Menos 35 anos;2;2;Lisboa;4235
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;3;1;Lisboa;4244,43
Registo de Adesão;Registado;11/12/2023;35 a 65 anos;2;2;Lisboa;4250
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;2;2;Lisboa;4253,68
Registo de Adesão;Registado;09/04/2023;35 a 65 anos;1;1;Lisboa;4254,1
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;1;1;Lisboa;4260,15
Registo de Adesão;Registado;12/04/2023;35 a 65 anos;3;1;Loures;4262,12
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;4;1;Lisboa;4263,8
Registo de Adesão;Registado;13/01/2023;35 a 65 anos;2;2;Amadora;4268,71
Registo de Adesão;Registado;27/02/2023;35 a 65 anos;3;3;Lisboa;4272,5
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;2;2;Loures;4274,66
Registo de Adesão;Registado;28/12/2023;35 a 65 anos;1;1;Lisboa;4297
Registo de Adesão;Registado;16/01/2023;35 a 65 anos;2;1;Loures;4298,44
Registo de Adesão;Registado;14/02/2023;Menos 35 anos;1;1;Lisboa;4302,45
Registo de Adesão;Registado;23/11/2023;35 a 65 anos;3;2;Lisboa;4304,95
Registo de Adesão;Registado;16/01/2023;Menos 35 anos;2;1;Lisboa;4306
Registo de Adesão;Registado;09/05/2023;35 a 65 anos;1;1;Lisboa;4315,08
Registo de Adesão;Registado;27/02/2023;35 a 65 anos;1;1;Lisboa;4329,44
Registo de Adesão;Registado;11/09/2023;35 a 65 anos;2;1;Lisboa;4330,03
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Lisboa;4333,67
Registo de Adesão;Registado;18/10/2023;Menos 35 anos;2;2;Oeiras;4336,75
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;4;2;Odivelas;4339,5
Registo de Adesão;Registado;02/10/2023;35 a 65 anos;1;1;Lisboa;4346,25
